,cps_name,obs,Teff,u_Teff,radius,u_radius,FeH,u_FeH,mass,u_mass,Source,chi-squared,params
173,222603.0,rj173.424,7734,80,2.0403,0.0451,0.0,,,,VonBraun,4.161545699597924,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9957315469284559, true, null, -Infinity, Infinity, 0.0011279338057363056, {""vsini"": 0.0037075807571571463, ""knot_1_y"": -0.31766974510379276, ""knot_3_y"": 0.21681033370525135, ""knot_2_y"": -0.05784689626638048, ""knot_4_y"": -0.01133043428622981}, 0.9841966557719916], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 1.022230276217213, true, null, -Infinity, Infinity, 0.00048423000855677404, {""vsini"": 0.002421048085202264, ""knot_2_y"": 0.2893713613487111, ""knot_3_y"": -0.24971520220141194, ""knot_0_y"": -0.3176697451037933, ""knot_4_y"": -0.024284653140067062}, 0.9699927093842845], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 1.0097497789215726, true, null, -Infinity, Infinity, 0.00035583576937053536, {""vsini"": 0.002360938671793553, ""knot_1_y"": 0.28937136134871116, ""knot_3_y"": 0.7019185173467432, ""knot_0_y"": -0.05784689626638061, ""knot_4_y"": -0.0673803650164553}, 0.9987018275568366], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 1.0012621002597581, true, null, -Infinity, Infinity, 0.00034459907238512937, {""vsini"": 0.001954501427095683, ""knot_2_y"": 0.7019185173467432, ""knot_1_y"": -0.2497152022014116, ""knot_0_y"": 0.21681033370525268, ""knot_4_y"": 0.46315895393170275}, 0.9939077896547347], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 1.0022030282945378, true, null, -Infinity, Infinity, 0.0003566047580792818, {""vsini"": 0.0012652225969803624, ""knot_2_y"": -0.06738036501645535, ""knot_1_y"": -0.024284653140067045, ""knot_3_y"": 0.4631589539317027, ""knot_0_y"": -0.011330434286229554}, 0.9894815643471024], [""vsini"", 100.40414265142796, true, null, 0.0, Infinity, 2.4516365710363965, {""knot_2_y"": 0.002360938671793551, ""knot_1_y"": 0.0024210480852022704, ""knot_3_y"": 0.0019545014270956774, ""knot_0_y"": 0.003707580757157139, ""knot_4_y"": 0.0012652225969803615}, 10.0]]"
174,,rj101.225,5832,33,1.4148,0.0149,0.08,,,,VonBraun,11.395343800660163,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9290120853217979, true, null, -Infinity, Infinity, 0.0016551947031267816, {""vsini"": 0.0010191839830943391, ""knot_1_y"": -0.31136004097672765, ""knot_3_y"": 0.2139259283408935, ""knot_2_y"": -0.043624416402331244, ""knot_4_y"": -0.01474482517627674}, 0.9413254466115244], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9513972023484831, true, null, -Infinity, Infinity, 0.0007129296384651785, {""vsini"": 0.03891819255393701, ""knot_2_y"": 0.27346109447432, ""knot_3_y"": -0.2444748499409663, ""knot_0_y"": -0.3113600409767268, ""knot_4_y"": -0.020512815766204406}, 0.70937361453001], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.948529106023733, true, null, -Infinity, Infinity, 0.0005399942016467348, {""vsini"": 0.015536174092808264, ""knot_1_y"": 0.27346109447432054, ""knot_3_y"": 0.7054998623465106, ""knot_0_y"": -0.04362441640233393, ""knot_4_y"": -0.06866519279562935}, 0.9395098830074675], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9447765383539835, true, null, -Infinity, Infinity, 0.0005294952111348824, {""vsini"": 0.004580112953056665, ""knot_2_y"": 0.7054998623465111, ""knot_1_y"": -0.24447484994096597, ""knot_0_y"": 0.2139259283408926, ""knot_4_y"": 0.4733804769635914}, 0.9338522285761871], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9503897351771964, true, null, -Infinity, Infinity, 0.0005653399249260432, {""vsini"": 0.016896677000660474, ""knot_2_y"": -0.06866519279562909, ""knot_1_y"": -0.02051281576620395, ""knot_3_y"": 0.4733804769635913, ""knot_0_y"": -0.01474482517627788}, 0.9600261631683323], [""vsini"", 6.892852552911224, true, null, 0.0, Infinity, 0.10075349250628253, {""knot_2_y"": 0.01553617409280827, ""knot_1_y"": 0.03891819255393701, ""knot_3_y"": 0.004580112953056665, ""knot_0_y"": 0.0010191839830943508, ""knot_4_y"": 0.016896677000660464}, 10.0]]"
175,30652.0,rj185.784,6441,19,1.3223,0.0103,0.0,,,,VonBraun,3.3672917602718044,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 1.0046156223190592, true, null, -Infinity, Infinity, 0.0009980448084459426, {""vsini"": -0.0023651680892181723, ""knot_1_y"": -0.30982850870911166, ""knot_3_y"": 0.2119468358470734, ""knot_2_y"": -0.05935283572948781, ""knot_4_y"": -0.008553935576219621}, 0.9890765024417137], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 1.0089571459632982, true, null, -Infinity, Infinity, 0.00043265104484685956, {""vsini"": 0.026099886880741528, ""knot_2_y"": 0.29542651573055306, ""knot_3_y"": -0.24392563969665015, ""knot_0_y"": -0.30982850870911166, ""knot_4_y"": -0.02766435157487256}, 0.8772145746908007], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 1.005828075745395, true, null, -Infinity, Infinity, 0.000318739704334903, {""vsini"": 0.013263988840690464, ""knot_1_y"": 0.2954265157305531, ""knot_3_y"": 0.7042496824874471, ""knot_0_y"": -0.05935283572948921, ""knot_4_y"": -0.061096554313862954}, 0.9951557899170385], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 1.0021848938305107, true, null, -Infinity, Infinity, 0.0003082118464049898, {""vsini"": 0.0035336232623469433, ""knot_2_y"": 0.7042496824874475, ""knot_1_y"": -0.24392563969665, ""knot_0_y"": 0.21194683584707238, ""knot_4_y"": 0.467192808974605}, 0.9984185668371405], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 1.0011118289805976, true, null, -Infinity, Infinity, 0.000317181888173596, {""vsini"": 0.00844420395488572, ""knot_2_y"": -0.061096554313862995, ""knot_1_y"": -0.02766435157487251, ""knot_3_y"": 0.467192808974605, ""knot_0_y"": -0.00855393557622024}, 0.9911437772053462], [""vsini"", 21.500582358167296, true, null, 0.0, Infinity, 0.12091488484235635, {""knot_2_y"": 0.013263988840690463, ""knot_1_y"": 0.026099886880741534, ""knot_3_y"": 0.0035336232623469368, ""knot_0_y"": -0.002365168089218166, ""knot_4_y"": 0.00844420395488572}, 10.0]]"
176,109358.0,rj122.680,5700,95,1.0999,0.0415,-0.19,,,,VonBraun,5.7664889110269195,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 1.0071630809147714, true, null, -Infinity, Infinity, 0.0012282626147677278, {""vsini"": 0.0021132181951575893, ""knot_1_y"": -0.31053868540907636, ""knot_3_y"": 0.21227322312849037, ""knot_2_y"": -0.0560914813755106, ""knot_4_y"": -0.0068270697819490895}, 0.9989222975366234], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9965311809929046, true, null, -Infinity, Infinity, 0.0005353390063789234, {""vsini"": 0.041715726465200484, ""knot_2_y"": 0.2924359233075382, ""knot_3_y"": -0.24220226338195122, ""knot_0_y"": -0.3105386854090768, ""knot_4_y"": -0.02936132712633891}, 0.8053718611088722], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 1.0006880459837753, true, null, -Infinity, Infinity, 0.0003980092759141091, {""vsini"": 0.017598554785944666, ""knot_1_y"": 0.292435923307538, ""knot_3_y"": 0.7082202974335691, ""knot_0_y"": -0.05609148137551022, ""knot_4_y"": -0.05527620182069117}, 0.9899782566615795], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 1.0006267181491628, true, null, -Infinity, Infinity, 0.0003861398430951977, {""vsini"": 0.005415134487296129, ""knot_2_y"": 0.7082202974335691, ""knot_1_y"": -0.24220226338195114, ""knot_0_y"": 0.2122732231284914, ""knot_4_y"": 0.4712771959788476}, 0.9944860260885521], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9975811972644583, true, null, -Infinity, Infinity, 0.0003960181993971214, {""vsini"": 0.018617611368116557, ""knot_2_y"": -0.05527620182069124, ""knot_1_y"": -0.029361327126339085, ""knot_3_y"": 0.4712771959788476, ""knot_0_y"": -0.006827069781948188}, 0.9897612606502261], [""vsini"", 5.6098067290970395, true, null, 0.0, Infinity, 0.054361315483993526, {""knot_2_y"": 0.01759855478594465, ""knot_1_y"": 0.041715726465200484, ""knot_3_y"": 0.00541513448729611, ""knot_0_y"": 0.0021132181951575924, ""knot_4_y"": 0.01861761136811654}, 10.0]]"
177,126660.0,rj187.199,6211,19,1.7336,0.0112,-0.02,,,,VonBraun,2.242958057610704,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9818007627993149, true, null, -Infinity, Infinity, 0.0007787465874098572, {""vsini"": -0.001250100633479258, ""knot_1_y"": -0.31042717867027797, ""knot_3_y"": 0.2127513512537924, ""knot_2_y"": -0.05773483276858848, ""knot_4_y"": -0.008621986389586325}, 0.9630293344574773], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 1.0044504597034467, true, null, -Infinity, Infinity, 0.0003368643170863357, {""vsini"": 0.02185274002756984, ""knot_2_y"": 0.2926362045277495, ""knot_3_y"": -0.24477836234975525, ""knot_0_y"": -0.3104271786702788, ""knot_4_y"": -0.02762632472475902}, 0.9012702638688276], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 1.0096586355864445, true, null, -Infinity, Infinity, 0.00024884973417289104, {""vsini"": 0.011084714072501205, ""knot_1_y"": 0.2926362045277493, ""knot_3_y"": 0.7050127061234661, ""knot_0_y"": -0.05773483276858692, ""knot_4_y"": -0.06055891979588026}, 0.997127895573814], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 1.00382934862181, true, null, -Infinity, Infinity, 0.0002410725051718582, {""vsini"": 0.0028299122192345727, ""knot_2_y"": 0.705012706123466, ""knot_1_y"": -0.24477836234975534, ""knot_0_y"": 0.21275135125379305, ""knot_4_y"": 0.467969276303524}, 0.9953667645610885], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9957108073216661, true, null, -Infinity, Infinity, 0.0002482383569396105, {""vsini"": 0.00658210415531793, ""knot_2_y"": -0.060558919795880246, ""knot_1_y"": -0.027626324724759052, ""knot_3_y"": 0.4679692763035241, ""knot_0_y"": -0.008621986389586021}, 0.9905600344026344], [""vsini"", 34.40996653439412, true, null, 0.0, Infinity, 0.13987003011765609, {""knot_2_y"": 0.011084714072501202, ""knot_1_y"": 0.02185274002756985, ""knot_3_y"": 0.0028299122192345662, ""knot_0_y"": -0.0012501006334792518, ""knot_4_y"": 0.006582104155317926}, 10.0]]"
178,173701.0,rj187.483,5297,53,0.9520000000000001,0.021,0.24,,,,VonBraun,18.753756393658637,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9785280273089201, true, null, -Infinity, Infinity, 0, null, 0.9907266883188078], [""knot_1_x"", 6016.481747294259, false, null, -Infinity, Infinity, 0, null, 6016.481747294259], [""knot_1_y"", 0.9728312597626779, true, null, -Infinity, Infinity, 0, null, 0.8341438369039655], [""knot_2_x"", 6033.0030059951105, false, null, -Infinity, Infinity, 0, null, 6033.0030059951105], [""knot_2_y"", 0.9842590831689585, true, null, -Infinity, Infinity, 0, null, 0.9964392717210204], [""knot_3_x"", 6049.569632071869, false, null, -Infinity, Infinity, 0, null, 6049.569632071869], [""knot_3_y"", 0.9865479807855346, true, null, -Infinity, Infinity, 0, null, 0.996234324530454], [""knot_4_x"", 6066.181750103346, false, null, -Infinity, Infinity, 0, null, 6066.181750103346], [""knot_4_y"", 0.9796125683280656, true, null, -Infinity, Infinity, 0, null, 0.9921047169935461], [""vsini"", 0.10285152544015097, true, null, 0.0, Infinity, 0, null, 10.0]]"
179,177153.0,rj173.400,5909,69,1.2890000000000001,0.037000000000000005,-0.06,,,,VonBraun,3.556331847228541,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9965125988061482, true, null, -Infinity, Infinity, 0.0010519801441192733, {""vsini"": 0.0016933626377729446, ""knot_1_y"": -0.3072533284326896, ""knot_3_y"": 0.21194628076493255, ""knot_2_y"": -0.05709767368669379, ""knot_4_y"": -0.010339325016529462}, 0.9818233088656196], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 1.0000358294160987, true, null, -Infinity, Infinity, 0.00045304305678106366, {""vsini"": 0.04419385421249856, ""knot_2_y"": 0.29183496976107187, ""knot_3_y"": -0.2443582254228088, ""knot_0_y"": -0.30725332843268893, ""knot_4_y"": -0.024595435241008847}, 0.783666536835955], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9998348263162691, true, null, -Infinity, Infinity, 0.00033445157127270686, {""vsini"": 0.018716291504367703, ""knot_1_y"": 0.291834969761072, ""knot_3_y"": 0.7040295737925275, ""knot_0_y"": -0.05709767368669268, ""knot_4_y"": -0.06419097253203108}, 0.9923496697524318], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9987412906232092, true, null, -Infinity, Infinity, 0.0003236258055644454, {""vsini"": 0.0054417942427355545, ""knot_2_y"": 0.7040295737925275, ""knot_1_y"": -0.244358225422809, ""knot_0_y"": 0.211946280764933, ""knot_4_y"": 0.4655913046961747}, 0.985938420767953], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9979264576664187, true, null, -Infinity, Infinity, 0.00033487307575885526, {""vsini"": 0.019164634991715557, ""knot_2_y"": -0.06419097253203113, ""knot_1_y"": -0.024595435241008854, ""knot_3_y"": 0.46559130469617466, ""knot_0_y"": -0.010339325016529684}, 0.9892487584044944], [""vsini"", 6.513281983569618, true, null, 0.0, Infinity, 0.04047407184249744, {""knot_2_y"": 0.01871629150436769, ""knot_1_y"": 0.04419385421249856, ""knot_3_y"": 0.005441794242735548, ""knot_0_y"": 0.0016933626377729704, ""knot_4_y"": 0.01916463499171556}, 10.0]]"
180,181420.0,rj188.905,6283,106,1.73,0.084,-0.03,,,,VonBraun,3.664355646283922,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9995860660194368, true, null, -Infinity, Infinity, 0.0010588745113308555, {""vsini"": -0.002065967276813764, ""knot_1_y"": -0.30867495943010437, ""knot_3_y"": 0.2119686460480656, ""knot_2_y"": -0.060558662575975454, ""knot_4_y"": -0.007778940093797594}, 0.9868609193260903], [""knot_1_x"", 6016.5225855923945, false, null, -Infinity, Infinity, 0, null, 6016.5225855923945], [""knot_1_y"", 1.0048249731905683, true, null, -Infinity, Infinity, 0.0004574093671138073, {""vsini"": 0.024757890374027185, ""knot_2_y"": 0.2964085716101922, ""knot_3_y"": -0.24486102263340026, ""knot_0_y"": -0.30867495943010415, ""knot_4_y"": -0.028493835877797948}, 0.9043328425277313], [""knot_2_x"", 6033.084907153275, false, null, -Infinity, Infinity, 0, null, 6033.084907153275], [""knot_2_y"", 1.007797219417997, true, null, -Infinity, Infinity, 0.00033599635978351746, {""vsini"": 0.012792744306971835, ""knot_1_y"": 0.2964085716101922, ""knot_3_y"": 0.7035960948995403, ""knot_0_y"": -0.060558662575974934, ""knot_4_y"": -0.059815573266531016}, 0.994590846997227], [""knot_3_x"", 6049.692821578076, false, null, -Infinity, Infinity, 0, null, 6049.692821578076], [""knot_3_y"", 1.00277309197946, true, null, -Infinity, Infinity, 0.00032512081969762025, {""vsini"": 0.0034995839583369936, ""knot_2_y"": 0.7035960948995399, ""knot_1_y"": -0.24486102263340034, ""knot_0_y"": 0.21196864604806734, ""knot_4_y"": 0.4678150740692204}, 1.000367382440281], [""knot_4_x"", 6066.3464543751115, false, null, -Infinity, Infinity, 0, null, 6066.3464543751115], [""knot_4_y"", 0.9953797657488374, true, null, -Infinity, Infinity, 0.0003341026980194285, {""vsini"": 0.007965609010195189, ""knot_2_y"": -0.059815573266531134, ""knot_1_y"": -0.028493835877798142, ""knot_3_y"": 0.4678150740692206, ""knot_0_y"": -0.007778940093797215}, 0.992244472832862], [""vsini"", 27.41164419416767, true, null, 0.0, Infinity, 0.1572062712237549, {""knot_2_y"": 0.012792744306971833, ""knot_1_y"": 0.02475789037402718, ""knot_3_y"": 0.003499583958336998, ""knot_0_y"": -0.002065967276813769, ""knot_4_y"": 0.007965609010195194}, 10.0]]"
181,182736.0,rj188.557,5239,37,2.7030000000000003,0.071,-0.06,,,,VonBraun,3.8651869611505627,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9984943333766352, true, null, -Infinity, Infinity, 0.001073689382793144, {""vsini"": 0.0031870935516288756, ""knot_1_y"": -0.30565901421745767, ""knot_3_y"": 0.21104510544454286, ""knot_2_y"": -0.06199420135339274, ""knot_4_y"": -0.005187034837421083}, 0.9931279039303538], [""knot_1_x"", 6016.481747294259, false, null, -Infinity, Infinity, 0, null, 6016.481747294259], [""knot_1_y"", 0.9840434122729417, true, null, -Infinity, Infinity, 0.0004636182957335539, {""vsini"": 0.047524764521629466, ""knot_2_y"": 0.2993270876251408, ""knot_3_y"": -0.24338715992344354, ""knot_0_y"": -0.305659014217458, ""knot_4_y"": -0.03055186932312737}, 0.9018434897038997], [""knot_2_x"", 6033.0030059951105, false, null, -Infinity, Infinity, 0, null, 6033.0030059951105], [""knot_2_y"", 1.0001591490489705, true, null, -Infinity, Infinity, 0.00034046815927458226, {""vsini"": 0.020217707488170405, ""knot_1_y"": 0.2993270876251408, ""knot_3_y"": 0.705413077091177, ""knot_0_y"": -0.06199420135339258, ""knot_4_y"": -0.054078652712744625}, 0.9967484028415011], [""knot_3_x"", 6049.569632071869, false, null, -Infinity, Infinity, 0, null, 6049.569632071869], [""knot_3_y"", 1.000173826980201, true, null, -Infinity, Infinity, 0.0003296975640471732, {""vsini"": 0.006349110938139749, ""knot_2_y"": 0.7054130770911766, ""knot_1_y"": -0.2433871599234438, ""knot_0_y"": 0.2110451054445433, ""knot_4_y"": 0.4696897937972303}, 0.9918999960308391], [""knot_4_x"", 6066.181750103346, false, null, -Infinity, Infinity, 0, null, 6066.181750103346], [""knot_4_y"", 0.9871206804538473, true, null, -Infinity, Infinity, 0.0003367046557857667, {""vsini"": 0.02257064382194688, ""knot_2_y"": -0.0540786527127446, ""knot_1_y"": -0.03055186932312735, ""knot_3_y"": 0.4696897937972303, ""knot_0_y"": -0.005187034837420489}, 0.9851368343276267], [""vsini"", 3.3348092808327054, true, null, 0.0, Infinity, 0.03726520488793197, {""knot_2_y"": 0.020217707488170412, ""knot_1_y"": 0.047524764521629466, ""knot_3_y"": 0.006349110938139755, ""knot_0_y"": 0.003187093551628889, ""knot_4_y"": 0.02257064382194688}, 10.0]]"
182,187637.0,rj188.561,6155,85,1.306,0.047,-0.09,,,,VonBraun,6.854946247899423,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 1.0049202967163815, true, null, -Infinity, Infinity, 0.0014849252947319476, {""vsini"": 0.000713747783606904, ""knot_1_y"": -0.3073170926595578, ""knot_3_y"": 0.2115595386852924, ""knot_2_y"": -0.05928790541956444, ""knot_4_y"": -0.010019572920707877}, 0.9762690326527583], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 1.0042690853581238, true, null, -Infinity, Infinity, 0.0006400387646852879, {""vsini"": 0.03937837696724409, ""knot_2_y"": 0.29480525353359166, ""knot_3_y"": -0.24436040084138796, ""knot_0_y"": -0.3073170926595579, ""knot_4_y"": -0.025189212810622735}, 0.842288391606127], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 1.006613082734756, true, null, -Infinity, Infinity, 0.0004705593330984104, {""vsini"": 0.01712245672352806, ""knot_1_y"": 0.2948052535335917, ""knot_3_y"": 0.7029114169301732, ""knot_0_y"": -0.05928790541956486, ""knot_4_y"": -0.06450894143887057}, 0.9939340994388494], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 1.0029400442662797, true, null, -Infinity, Infinity, 0.00045455480444023613, {""vsini"": 0.004810762903216584, ""knot_2_y"": 0.7029114169301731, ""knot_1_y"": -0.2443604008413882, ""knot_0_y"": 0.21155953868529276, ""knot_4_y"": 0.4648574622925651}, 0.9984519514443795], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9969002856464618, true, null, -Infinity, Infinity, 0.00046955292051696054, {""vsini"": 0.016349751256635618, ""knot_2_y"": -0.06450894143887058, ""knot_1_y"": -0.025189212810622745, ""knot_3_y"": 0.46485746229256497, ""knot_0_y"": -0.01001957292070813}, 0.9895809217693183], [""vsini"", 8.949379298932294, true, null, 0.0, Infinity, 0.08790887868264076, {""knot_2_y"": 0.017122456723528058, ""knot_1_y"": 0.03937837696724407, ""knot_3_y"": 0.004810762903216587, ""knot_0_y"": 0.0007137477836068924, ""knot_4_y"": 0.016349751256635618}, 10.0]]"
183,103095.0,rj189.2472,4791,28,0.6784,0.0055,-1.26,,,,VonBraun,21.876335583168157,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 1.0276587905478891, true, null, -Infinity, Infinity, 0.002652762943513576, {""vsini"": -0.0005831069903511852, ""knot_1_y"": -0.30518232792582783, ""knot_3_y"": 0.20761720193510252, ""knot_2_y"": -0.07740681202287039, ""knot_4_y"": 0.006556734160596842}, 1.0042756849547636], [""knot_1_x"", 6016.4000715295715, false, null, -Infinity, Infinity, 0, null, 6016.4000715295715], [""knot_1_y"", 0.9998415343758672, true, null, -Infinity, Infinity, 0.001160021686546595, {""vsini"": 0.03127863109483741, ""knot_2_y"": 0.32321084846730413, ""knot_3_y"": -0.23813910240256717, ""knot_0_y"": -0.3051823279258274, ""knot_4_y"": -0.04562782228272591}, 0.985682682650062], [""knot_2_x"", 6032.839207014262, false, null, -Infinity, Infinity, 0, null, 6032.839207014262], [""knot_2_y"", 0.9720154923336009, true, null, -Infinity, Infinity, 0.0008389674915543218, {""vsini"": 0.01503912229594735, ""knot_1_y"": 0.323210848467305, ""knot_3_y"": 0.7085770192329597, ""knot_0_y"": -0.07740681202287245, ""knot_4_y"": -0.03283756563216698}, 0.948368874729269], [""knot_3_x"", 6049.3232605849025, false, null, -Infinity, Infinity, 0, null, 6049.3232605849025], [""knot_3_y"", 0.9750209587013489, true, null, -Infinity, Infinity, 0.0008055842591632384, {""vsini"": 0.004159390943555192, ""knot_2_y"": 0.7085770192329603, ""knot_1_y"": -0.23813910240256642, ""knot_0_y"": 0.20761720193510078, ""knot_4_y"": 0.47458519482829525}, 0.9684411675491468], [""knot_4_x"", 6065.852354975091, false, null, -Infinity, Infinity, 0, null, 6065.852354975091], [""knot_4_y"", 0.9927913961374453, true, null, -Infinity, Infinity, 0.0007864779671446099, {""vsini"": 0.01228283883883824, ""knot_2_y"": -0.03283756563216681, ""knot_1_y"": -0.045627822282725515, ""knot_3_y"": 0.4745851948282951, ""knot_0_y"": 0.0065567341605956295}, 0.9920593884319543], [""vsini"", 15.205575875061559, true, null, 0.0, Infinity, 0.21852143638164392, {""knot_2_y"": 0.015039122295947345, ""knot_1_y"": 0.03127863109483742, ""knot_3_y"": 0.0041593909435551826, ""knot_0_y"": -0.0005831069903511827, ""knot_4_y"": 0.012282838838838238}, 10.0]]"
